Id,SalePrice
1747,220217.06
1748,210659.3
1749,131772.48
1750,123368.055
1751,242879.88
1752,111490.875
1753,156260.92
1754,196263.69
1755,172725.55
1756,138701.42
1757,114891.695
1758,152013.69
1759,165953.05
1760,169049.11
1761,163505.9
1762,186477.27
1763,177741.47
1764,108334.36
1765,172051.25
1766,194734.8
1767,232874.69
1768,139737.16
1769,172767.56
1770,168596.94
1771,116258.28
1772,133413.5
1773,118102.5
1774,156588.5
1775,142909.22
1776,132316.8
1777,105118.19
1778,149526.3
1779,136936.94
1780,176945.6
1781,122108.61
1782,72963.5
1783,156371.12
1784,107832.94
1785,126803.25
1786,145995.53
1787,172063.98
1788,44496.125
1789,103499.78
1790,70068.28
1791,210438.1
1792,166240.17
1793,130935.6
1794,176429.4
1795,126470.83
1796,125665.92
1797,129313.73
1798,121146.31
1799,96149.1
1800,113644.06
1801,119354.77
1802,133374.23
1803,159734.03
1804,127021.39
1805,133069.6
1806,118837.914
1807,153853.06
1808,125080.664
1809,137903.6
1810,145322.95
1811,86729.06
1812,100310.77
1813,125188.234
1814,89888.69
1815,43201.98
1816,96165.51
1817,118371.94
1818,163581.77
1819,122119.29
1820,43708.08
1821,107952.445
1822,160599.66
1823,35951.17
1824,146892.4
1825,143015.95
1826,94494.445
1827,105146.06
1828,143272.64
1829,160988.97
1830,157933.66
1831,147371.66
1832,78672.54
1833,145795.89
1834,113608.37
1835,116416.75
1836,122415.195
1837,78715.52
1838,116306.664
1839,106777.445
1840,160741.23
1841,126987.8
1842,89892.94
1843,140278.39
1844,135393.17
1845,146425.06
1846,150829.34
1847,171167.3
1848,39687.355
1849,125276.34
1850,115886.45
1851,142311.69
1852,116994.695
1853,128342.25
1854,165057.2
1855,140741.38
1856,233386.45
1857,132997.1
1858,130573.51
1859,108088.71
1860,139828.33
1861,110208.336
1862,312989.8
1863,300296.0
1864,300309.38
1865,345537.38
1866,328107.9
1867,225604.84
1868,289954.3
1869,216416.84
1870,226825.69
1871,263151.72
1872,185769.73
1873,253243.64
1874,144191.53
1875,192404.11
1876,199538.73
1877,205139.94
1878,202976.84
1879,125422.66
1880,125663.414
1881,248773.44
1882,239472.11
1883,186510.81
1884,197817.02
1885,224537.11
1886,278194.03
1887,224067.62
1888,262905.1
1889,177504.22
1890,111763.055
1891,118790.805
1892,95181.17
1893,122641.63
1894,118010.73
1895,134865.33
1896,119417.49
1897,114675.11
1898,104274.664
1899,160890.64
1900,158467.22
1901,180242.0
1902,158791.34
1903,224573.22
1904,153355.14
1905,202403.36
1906,162476.47
1907,212998.81
1908,108265.734
1909,136315.83
1910,122021.89
1911,219736.62
1912,305859.06
1913,173170.47
1914,51764.273
1915,317232.72
1916,38549.496
1917,241517.08
1918,137954.67
1919,168217.28
1920,162951.34
1921,367173.84
1922,323574.16
1923,231575.77
1924,233282.97
1925,213946.27
1926,364018.2
1927,123576.945
1928,170572.64
1929,113633.055
1930,118970.414
1931,133803.97
1932,130666.19
1933,192534.77
1934,186178.22
1935,172372.31
1936,199529.78
1937,180162.03
1938,171997.66
1939,251053.05
1940,194717.28
1941,168132.97
1942,166573.78
1943,222376.05
1944,347451.78
1945,365797.94
1946,132333.52
1947,287438.97
1948,173819.0
1949,246772.02
1950,196015.6
1951,248060.31
1952,207739.6
1953,184422.17
1954,187617.31
1955,131507.7
1956,287776.94
1957,157320.45
1958,272615.1
1959,140598.88
1960,86424.37
1961,125521.516
1962,94368.27
1963,110227.92
1964,104759.734
1965,135484.22
1966,134012.31
1967,304513.94
1968,394472.25
1969,363905.1
1970,380361.5
1971,426664.75
1972,366816.16
1973,292236.97
1974,330252.72
1975,448034.44
1976,286704.25
1977,358052.56
1978,330395.94
1979,318473.25
1980,196492.95
1981,342090.8
1982,226467.08
1983,211369.14
1984,181494.66
1985,231930.31
1986,210509.98
1987,192153.73
1988,181757.38
1989,199844.23
1990,214791.75
1991,235064.47
1992,233830.22
1993,175480.33
1994,225623.03
1995,188445.58
1996,283277.66
1997,307344.88
1998,304912.25
1999,300165.66
2000,306887.03
2001,289851.25
2002,248487.3
2003,258885.25
2004,294598.06
2005,232391.53
2006,219766.55
2007,249408.81
2008,228598.31
2009,209785.5
2010,197936.9
2011,134698.72
2012,181113.62
2013,177950.94
2014,190513.8
2015,212204.28
2016,199181.69
2017,203273.42
2018,113759.53
2019,128370.71
2020,79654.74
2021,89065.16
2022,206136.56
2023,132334.62
2024,277775.88
2025,346034.06
2026,174367.6
2027,160722.7
2028,155546.81
2029,168415.69
2030,261488.22
2031,238775.17
2032,255405.22
2033,246856.16
2034,172268.16
2035,235882.66
2036,210259.22
2037,212178.4
2038,301165.94
2039,232211.16
2040,316911.75
2041,292352.3
2042,211379.23
2043,182672.94
2044,177878.64
2045,203287.5
2046,131325.75
2047,135157.12
2048,150079.88
2049,140161.45
2050,163675.66
2051,108457.586
2052,115641.23
2053,145259.34
2054,77769.02
2055,163667.88
2056,137848.31
2057,98359.35
2058,222955.52
2059,127900.87
2060,184657.53
2061,169250.9
2062,115693.25
2063,108784.01
2064,138085.66
2065,119952.05
2066,175033.95
2067,126183.92
2068,144987.84
2069,83713.28
2070,107714.195
2071,97389.66
2072,161749.38
2073,120993.29
2074,177902.39
2075,155250.7
2076,127348.57
2077,149792.44
2078,121078.336
2079,137092.34
2080,109000.95
2081,115417.05
2082,130729.88
2083,150409.44
2084,104484.77
2085,96931.19
2086,115028.63
2087,114319.836
2088,100790.51
2089,70417.61
2090,126018.57
2091,94667.23
2092,143815.83
2093,131578.16
2094,117100.734
2095,145993.66
2096,78911.87
2097,94532.64
2098,149283.23
2099,36758.52
2100,58288.062
2101,122275.92
2102,128621.58
2103,92932.7
2104,129475.01
2105,141484.47
2106,38625.117
2107,203069.22
2108,114444.2
2109,102740.305
2110,122541.22
2111,137040.86
2112,139355.34
2113,105264.33
2114,112568.375
2115,157765.94
2116,124248.84
2117,154861.05
2118,123031.73
2119,113403.94
2120,115718.89
2121,98157.88
2122,116403.11
2123,87720.39
2124,172049.44
2125,135303.86
2126,161851.19
2127,177996.11
2128,130041.125
2129,81565.586
2130,130099.66
2131,142471.55
2132,119089.08
2133,127014.5
2134,122964.055
2135,97847.766
2136,53966.86
2137,108040.445
2138,125511.92
2139,142214.42
2140,140767.08
2141,157991.28
2142,124439.87
2143,157128.48
2144,108436.9
2145,140808.23
2146,186169.19
2147,150157.86
2148,138185.9
2149,148495.83
2150,242289.81
2151,120465.914
2152,178760.72
2153,190443.12
2154,106206.34
2155,140243.03
2156,246126.75
2157,239099.62
2158,240340.52
2159,218409.9
2160,197483.94
2161,239563.12
2162,370564.1
2163,347470.44
2164,248685.97
2165,206047.42
2166,161133.86
2167,214880.47
2168,180591.28
2169,194039.94
2170,212850.92
2171,152522.78
2172,137528.38
2173,184797.83
2174,218796.7
2175,281616.47
2176,299770.8
2177,239951.12
2178,217353.19
2179,133433.73
2180,216905.44
2181,194981.94
2182,221743.38
2183,194183.97
2184,123046.78
2185,116772.695
2186,156327.67
2187,154918.66
2188,165250.27
2189,296702.84
2190,73056.2
2191,59515.355
2192,80638.05
2193,120501.18
2194,113984.7
2195,86624.42
2196,95572.305
2197,116151.02
2198,169536.28
2199,193660.02
2200,150328.06
2201,148693.78
2202,197651.48
2203,145560.7
2204,168632.94
2205,109938.234
2206,150265.58
2207,226743.34
2208,255626.44
2209,250406.78
2210,121626.125
2211,121943.91
2212,117222.68
2213,102617.66
2214,136885.19
2215,96927.78
2216,143782.45
2217,53311.492
2218,64438.53
2219,62878.61
2220,45276.676
2221,318796.62
2222,292529.7
2223,299212.06
2224,221706.33
2225,126873.04
2226,183843.78
2227,211248.17
2228,288485.28
2229,253662.19
2230,153357.5
2231,221318.08
2232,188928.6
2233,185023.77
2234,257087.72
2235,231282.33
2236,256998.95
2237,317089.38
2238,211257.6
2239,97541.15
2240,157319.3
2241,134499.55
2242,124707.84
2243,124326.36
2244,98554.734
2245,101113.53
2246,124580.74
2247,141598.98
2248,123808.72
2249,111646.27
2250,122161.56
2251,99883.2
2252,197008.22
2253,162314.89
2254,178551.0
2255,193835.42
2256,171004.28
2257,206983.78
2258,146625.45
2259,178784.14
2260,146299.97
2261,208963.12
2262,216604.9
2263,360390.2
2264,425840.72
2265,161756.0
2266,293196.94
2267,359185.88
2268,383543.72
2269,160150.61
2270,193914.33
2271,210612.72
2272,206574.58
2273,153264.03
2274,185192.77
2275,170976.53
2276,184886.58
2277,181552.31
2278,154398.77
2279,117469.62
2280,99881.516
2281,167908.69
2282,182050.0
2283,112712.74
2284,112334.58
2285,138118.55
2286,117509.805
2287,357826.03
2288,288428.16
2289,340597.75
2290,404265.9
2291,335201.94
2292,399465.12
2293,425220.03
2294,376942.06
2295,446645.06
2296,267168.2
2297,354608.66
2298,352213.75
2299,348917.06
2300,318927.12
2301,327816.0
2302,258179.3
2303,247385.75
2304,256138.0
2305,207353.19
2306,199017.55
2307,212395.61
2308,224554.28
2309,292099.16
2310,223711.12
2311,218284.12
2312,186601.33
2313,170430.84
2314,173874.78
2315,186247.2
2316,207316.7
2317,190218.66
2318,185031.88
2319,188340.7
2320,177963.8
2321,242804.36
2322,196219.44
2323,195506.03
2324,195221.84
2325,214932.8
2326,183392.27
2327,199425.02
2328,226016.16
2329,191967.94
2330,185775.25
2331,332770.8
2332,361040.1
2333,307631.06
2334,260705.23
2335,284292.78
2336,300320.62
2337,192236.06
2338,254271.53
2339,227392.06
2340,385085.8
2341,222475.66
2342,234370.05
2343,234136.52
2344,219133.0
2345,234832.67
2346,213678.17
2347,197342.58
2348,249856.58
2349,198003.61
2350,317279.72
2351,261235.55
2352,247121.34
2353,252240.03
2354,150226.0
2355,149662.34
2356,148330.55
2357,193018.42
2358,195405.64
2359,128199.62
2360,109474.24
2361,157223.02
2362,253339.36
2363,136422.45
2364,175129.28
2365,221405.53
2366,197379.9
2367,214467.77
2368,217936.05
2369,215352.44
2370,171259.62
2371,158839.88
2372,188987.67
2373,291046.06
2374,311849.72
2375,249587.52
2376,297308.94
2377,320686.94
2378,141729.31
2379,211924.16
2380,141021.72
2381,172260.4
2382,215878.44
2383,193693.03
2384,242677.8
2385,164820.33
2386,121816.43
2387,118427.07
2388,113986.945
2389,120204.91
2390,152497.88
2391,142830.58
2392,114441.945
2393,176578.78
2394,144988.34
2395,214481.22
2396,137467.31
2397,210035.6
2398,137327.56
2399,64913.652
2400,63173.555
2401,122763.414
2402,142369.64
2403,146392.19
2404,156467.97
2405,164532.03
2406,139585.6
2407,122522.42
2408,142474.7
2409,104984.0
2410,177998.11
2411,111534.29
2412,152241.03
2413,120358.67
2414,160079.47
2415,136089.02
2416,129229.43
2417,140869.98
2418,132150.1
2419,121501.98
2420,123524.15
2421,132299.44
2422,102223.03
2423,131526.84
2424,152355.05
2425,229779.52
2426,157681.8
2427,131970.88
2428,198416.6
2429,97306.6
2430,127238.016
2431,100976.625
2432,151084.84
2433,153097.88
2434,143168.44
2435,165277.08
2436,105990.7
2437,87785.35
2438,112777.086
2439,103707.26
2440,127533.93
2441,101751.23
2442,92821.56
2443,143199.02
2444,132408.69
2445,79875.69
2446,144638.88
2447,212079.05
2448,137840.78
2449,117674.61
2450,157513.77
2451,124328.88
2452,203285.06
2453,88764.45
2454,122784.266
2455,142220.95
2456,130505.46
2457,138428.3
2458,139206.22
2459,115977.64
2460,158069.95
2461,127955.82
2462,132039.1
2463,130047.71
2464,186140.94
2465,139251.17
2466,115402.51
2467,142075.66
2468,93092.84
2469,81475.01
2470,205052.05
2471,212514.22
2472,168638.28
2473,107300.53
2474,56008.855
2475,216313.17
2476,100177.234
2477,107928.94
2478,148717.55
2479,92491.766
2480,161009.95
2481,125702.08
2482,114541.97
2483,95378.76
2484,131296.11
2485,118703.016
2486,152885.47
2487,201307.72
2488,177951.66
2489,159517.11
2490,137423.17
2491,97778.53
2492,196099.89
2493,160520.2
2494,149914.98
2495,69319.89
2496,233700.28
2497,154035.62
2498,111044.93
2499,82537.18
2500,117874.59
2501,133798.03
2502,149839.86
2503,102402.56
2504,180200.48
2505,224115.11
2506,260153.23
2507,287318.9
2508,256909.67
2509,223422.98
2510,216741.75
2511,177691.6
2512,210220.23
2513,228752.61
2514,250535.47
2515,151491.72
2516,179168.47
2517,148102.2
2518,153754.97
2519,240451.06
2520,223517.6
2521,188895.52
2522,224758.52
2523,107058.83
2524,135942.92
2525,144048.34
2526,151832.72
2527,109113.59
2528,122220.266
2529,146376.3
2530,121276.336
2531,254669.17
2532,223425.33
2533,203894.23
2534,243407.5
2535,269686.97
2536,224414.36
2537,245549.25
2538,191683.98
2539,193261.14
2540,186984.53
2541,185058.08
2542,167135.92
2543,111888.69
2544,108079.99
2545,138122.11
2546,128323.0
2547,154730.39
2548,168701.83
2549,169530.53
2550,628103.9
2551,134397.14
2552,138276.94
2553,58055.715
2554,90205.13
2555,112294.95
2556,87744.13
2557,98190.55
2558,172135.9
2559,139657.16
2560,175333.33
2561,157041.52
2562,151012.52
2563,149932.02
2564,204505.47
2565,174419.78
2566,162365.38
2567,136746.6
2568,228930.23
2569,235054.69
2570,115398.875
2571,189617.94
2572,157358.42
2573,226259.14
2574,266781.56
2575,137191.33
2576,133852.34
2577,162891.17
2578,68132.055
2579,35579.363
2580,100446.734
2581,131100.22
2582,128874.32
2583,289383.78
2584,177513.08
2585,196764.08
2586,219014.5
2587,208839.75
2588,140821.6
2589,145731.58
2590,221665.11
2591,248232.97
2592,220679.4
2593,268893.0
2594,179032.5
2595,219042.72
2596,308987.5
2597,205657.88
2598,282676.34
2599,334397.28
2600,170636.75
2601,139154.81
2602,68830.75
2603,87667.586
2604,84796.75
2605,63664.133
2606,138199.7
2607,236691.73
2608,201806.53
2609,167261.77
2610,110981.9
2611,123406.56
2612,160195.44
2613,124852.78
2614,107663.05
2615,164222.81
2616,162145.9
2617,205982.53
2618,241891.12
2619,215434.4
2620,198679.97
2621,175359.94
2622,185315.08
2623,231040.22
2624,302292.8
2625,272049.25
2626,176470.14
2627,168022.73
2628,430605.2
2629,451785.25
2630,362348.62
2631,423314.78
2632,389447.12
2633,297910.25
2634,393477.4
2635,148521.92
2636,173603.36
2637,196676.03
2638,264314.84
2639,182495.69
2640,155665.86
2641,101190.484
2642,183809.47
2643,115062.46
2644,112102.09
2645,108053.49
2646,94938.97
2647,108236.266
2648,134739.64
2649,150490.5
2650,127060.62
2651,134342.5
2652,369640.3
2653,257275.77
2654,268206.53
2655,392488.6
2656,331097.75
2657,343879.25
2658,316216.75
2659,316525.34
2660,355109.03
2661,343757.9
2662,364806.03
2663,284015.22
2664,283909.0
2665,339379.56
2666,293293.56
2667,183761.16
2668,188327.72
2669,188968.12
2670,271908.53
2671,197793.88
2672,202177.97
2673,198301.05
2674,199306.44
2675,185283.53
2676,199958.22
2677,202294.92
2678,243126.78
2679,287392.16
2680,283078.25
2681,380728.9
2682,312989.1
2683,455686.5
2684,310212.06
2685,317593.94
2686,260047.38
2687,302435.12
2688,210081.52
2689,210356.6
2690,364592.5
2691,191150.36
2692,153499.34
2693,205515.9
2694,138931.73
2695,203567.47
2696,187765.72
2697,188638.9
2698,204907.8
2699,169007.28
2700,148103.33
2701,149740.16
2702,109872.6
2703,126570.68
2704,151648.77
2705,107858.07
2706,83554.875
2707,122472.125
2708,133819.64
2709,114098.16
2710,128555.1
2711,284571.38
2712,383762.53
2713,166626.78
2714,144744.55
2715,176671.1
2716,144212.7
2717,191133.28
2718,212929.31
2719,140503.89
2720,186957.4
2721,121405.27
2722,153151.7
2723,143695.81
2724,113908.41
2725,121801.58
2726,140193.33
2727,177341.16
2728,191536.66
2729,147529.44
2730,142695.9
2731,132820.77
2732,138628.47
2733,167810.11
2734,141447.28
2735,131704.92
2736,139647.17
2737,119385.11
2738,128790.75
2739,155364.28
2740,144472.9
2741,138431.25
2742,170492.28
2743,153844.88
2744,169039.9
2745,144961.5
2746,133916.39
2747,157799.42
2748,114729.8
2749,135917.92
2750,116530.49
2751,135134.33
2752,217272.22
2753,162234.23
2754,255716.5
2755,144134.77
2756,89671.43
2757,67643.03
2758,91943.734
2759,173732.25
2760,130397.27
2761,145467.88
2762,127588.484
2763,191590.81
2764,153437.9
2765,287512.4
2766,118430.54
2767,79962.91
2768,126125.25
2769,139642.19
2770,145411.39
2771,97748.99
2772,102506.86
2773,182197.53
2774,139684.31
2775,121539.73
2776,145508.02
2777,155673.05
2778,116246.57
2779,123105.05
2780,94670.45
2781,82374.81
2782,81224.266
2783,93530.13
2784,129420.8
2785,140503.5
2786,52946.312
2787,122212.78
2788,62688.492
2789,173980.66
2790,107107.984
2791,106510.74
2792,57322.97
2793,157501.47
2794,91843.46
2795,117392.11
2796,98667.125
2797,194555.33
2798,117955.766
2799,106828.83
2800,67152.21
2801,105681.695
2802,119818.7
2803,158696.84
2804,134111.81
2805,111818.85
2806,66861.27
2807,167213.28
2808,165222.22
2809,122830.25
2810,121997.23
2811,184742.05
2812,182752.17
2813,153277.52
2814,147998.16
2815,111826.1
2816,226006.03
2817,168455.17
2818,123864.836
2819,197027.08
2820,138357.05
2821,121350.0
2822,191233.97
2823,307303.3
2824,179664.19
2825,171286.81
2826,136583.19
2827,130601.305
2828,228118.25
2829,227213.48
2830,236010.3
2831,194508.6
2832,238471.89
2833,308005.72
2834,228642.1
2835,228138.44
2836,204461.45
2837,159270.39
2838,138725.4
2839,168293.84
2840,204801.11
2841,204786.0
2842,232628.75
2843,148847.1
2844,184096.31
2845,121312.74
2846,211954.2
2847,217705.58
2848,206912.92
2849,199811.52
2850,276065.12
2851,208919.31
2852,230430.2
2853,233962.78
2854,143284.17
2855,205565.81
2856,205657.53
2857,192152.84
2858,213367.03
2859,89743.81
2860,145519.6
2861,126232.78
2862,207451.86
2863,142941.2
2864,258643.5
2865,138054.75
2866,144846.95
2867,88482.23
2868,106102.87
2869,92546.43
2870,123867.18
2871,80654.28
2872,10074.024
2873,89843.1
2874,145731.34
2875,107534.46
2876,166564.84
2877,145848.42
2878,154503.73
2879,135901.98
2880,93618.39
2881,142013.67
2882,184019.9
2883,201439.0
2884,209184.67
2885,187353.28
2886,243861.69
2887,104703.79
2888,151968.11
2889,47734.246
2890,75738.05
2891,138075.2
2892,37277.723
2893,77853.195
2894,36713.938
2895,332382.44
2896,289496.6
2897,217614.11
2898,144095.25
2899,215434.4
2900,167268.52
2901,215815.27
2902,188441.67
2903,316778.7
2904,338340.8
2905,62378.703
2906,207955.25
2907,108703.58
2908,114657.85
2909,141444.22
2910,70715.26
2911,71086.36
2912,149294.7
2913,66677.31
2914,65862.38
2915,78693.84
2916,75315.625
2917,179753.22
2918,112626.15
2919,235593.97
